City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
343,Strezhevoy,RU,60.7333,77.5889,30.18,86,88,7.4,overcast clouds
344,Porto Franco,BR,-6.3383,-47.3992,82.24,59,26,3.62,scattered clouds
345,Barinitas,VE,8.7622,-70.4111,71.42,96,98,2.62,overcast clouds
346,Majene,ID,-3.5403,118.9707,84.36,72,100,7.09,overcast clouds
347,Vuktyl,RU,63.8567,57.3094,37.69,92,100,7.87,overcast clouds
348,Tanabe,JP,33.7333,135.3667,78.01,78,75,2.3,broken clouds
349,Andijon,UZ,40.7821,72.3442,45.68,37,0,4.45,clear sky
350,Matara,LK,5.9485,80.5353,79.39,84,100,11.25,overcast clouds
351,Punta Alta,AR,-38.8759,-62.0736,65.88,65,100,14.27,overcast clouds
352,Mudgee,AU,-32.5943,149.5871,59.05,88,90,4.61,overcast clouds
353,Isabela,PH,6.7085,121.9711,82.45,68,83,4.14,broken clouds
354,Ancud,CL,-41.8697,-73.8203,51.42,93,100,8.86,overcast clouds
355,Nogliki,RU,51.8333,143.1667,53.56,64,100,16.44,overcast clouds
356,Puerto Maldonado,PE,-12.6,-69.1833,80.37,70,26,2.26,light rain
357,Laguna,US,38.421,-121.4238,71.89,16,1,4.0,clear sky
358,La Cruz,MX,23.9167,-106.9,79.14,82,100,5.03,overcast clouds
359,Callaguip,PH,18.0714,120.4867,78.82,89,75,4.61,broken clouds
360,Balgazyn,RU,51.0,95.2,33.93,85,100,4.32,overcast clouds
361,Mbandaka,CD,0.0487,18.2603,70.21,94,74,2.24,broken clouds
362,Saint Anthony,US,45.0205,-93.218,62.92,81,75,3.44,broken clouds
363,Tafresh,IR,34.692,50.013,48.2,27,4,1.68,clear sky
364,Satipo,PE,-11.2522,-74.6386,79.83,60,95,2.44,overcast clouds
365,Bathsheba,BB,13.2167,-59.5167,83.01,78,40,19.57,scattered clouds
366,Mattru,SL,7.6244,-11.8332,74.57,98,100,1.01,light rain
367,Puerto Leguizamo,CO,-0.1934,-74.7819,72.25,99,100,3.38,overcast clouds
368,Hasaki,JP,35.7333,140.8333,64.8,84,100,20.2,overcast clouds
369,Port Macquarie,AU,-31.4333,152.9167,64.36,71,100,10.47,overcast clouds
370,Martyush,RU,56.4,61.8819,44.19,93,100,6.26,overcast clouds
371,Kemijarvi,FI,66.7131,27.4306,33.55,93,93,4.18,overcast clouds
372,Bandarbeyla,SO,9.4942,50.8122,78.01,86,100,17.43,overcast clouds
373,Leticia,CO,-4.2153,-69.9406,77.05,94,75,2.3,light rain
374,Sitka,US,57.0531,-135.33,49.89,76,90,21.85,light rain
375,Komsomolskiy,UZ,40.4272,71.7189,43.52,70,0,4.61,clear sky
376,Dali,CN,25.7,100.1833,64.51,78,45,2.82,scattered clouds
377,Paita,PE,-5.0892,-81.1144,65.07,82,95,15.68,overcast clouds
378,Shizunai,JP,42.3339,142.3669,58.86,63,0,5.37,clear sky
379,Voi,KE,-3.3945,38.563,69.82,83,100,8.03,overcast clouds
380,Saint-Francois,FR,46.4154,3.9054,47.64,93,0,3.44,clear sky
381,Troitskoye,RU,52.9821,84.6757,30.67,75,100,4.7,overcast clouds
382,Lithakia,GR,37.7167,20.8333,62.58,66,48,14.12,scattered clouds
383,Labuhan,ID,-6.8844,112.2051,83.86,58,100,8.57,overcast clouds
384,Karla,EE,59.3723,24.9275,43.14,89,90,2.3,light intensity drizzle
385,Farah,AF,32.5,62.5,50.52,23,0,2.24,clear sky
386,Celestun,MX,20.8667,-90.4,81.3,76,0,14.83,clear sky
387,Weinan,CN,34.5036,109.5089,53.29,76,26,3.58,scattered clouds
388,Mamou,GN,10.5,-12.0,68.7,94,80,1.52,broken clouds
389,Biltine,TD,14.5333,20.9167,87.71,35,100,11.41,overcast clouds
390,Kandry,RU,54.5667,54.1167,43.03,76,6,4.97,clear sky
391,Arlit,NE,18.7369,7.3853,81.68,11,20,3.65,few clouds
392,Carmarthen,GB,51.8555,-4.3054,55.51,94,100,4.81,overcast clouds
393,Griffith,US,41.5284,-87.4237,64.35,100,1,0.0,clear sky
394,Candelaria,PH,13.9311,121.4233,78.39,94,100,2.64,overcast clouds
395,Key West,US,24.5557,-81.7826,84.2,67,20,10.36,few clouds
396,Chernyshevskiy,RU,63.0128,112.4714,19.54,69,13,8.41,few clouds
397,Lyantonde,UG,-0.4031,31.1572,61.93,89,44,3.91,scattered clouds
398,Slave Lake,CA,55.2834,-114.769,48.18,34,1,8.05,clear sky
399,Abancay,PE,-13.6339,-72.8814,64.11,74,100,4.61,overcast clouds
400,Kampong Thum,KH,12.7111,104.8887,78.73,91,100,6.6,overcast clouds
401,Waddan,LY,29.1614,16.139,64.81,56,0,3.31,clear sky
402,Bac Lieu,VN,9.285,105.7244,80.06,86,100,12.26,overcast clouds
403,Richards Bay,ZA,-28.783,32.0377,66.33,69,95,4.25,overcast clouds
404,Esso,RU,55.9333,158.7,33.39,89,89,5.68,light snow
405,Jumla,NP,29.2747,82.1838,53.46,72,99,4.34,overcast clouds
406,Kozhva,RU,65.1073,57.0459,36.45,93,100,7.78,overcast clouds
407,Fatezh,RU,52.0891,35.8632,46.38,86,100,7.56,light rain
408,Miles City,US,46.4083,-105.8406,34.52,100,90,10.36,light snow
409,Ulagan,RU,50.6321,87.9563,24.08,95,100,1.59,overcast clouds
410,Corvallis,US,44.5646,-123.262,55.76,84,90,4.61,overcast clouds
411,Itarema,BR,-2.9248,-39.9167,78.78,75,76,17.2,broken clouds
412,Lagos,NG,6.5833,3.75,80.92,92,11,4.94,few clouds
413,Anniston,US,33.6598,-85.8316,72.77,83,1,0.0,clear sky
414,Teya,RU,60.3778,92.6267,24.82,81,100,1.61,overcast clouds
415,Tammisaari,FI,59.9736,23.4339,44.94,97,100,3.53,overcast clouds
416,Buala,SB,-8.145,159.5921,86.72,63,100,5.17,overcast clouds
417,Hazorasp,UZ,41.3194,61.0742,37.24,39,0,9.93,clear sky
418,Guymon,US,36.6828,-101.4816,75.2,60,1,19.57,clear sky
419,Tres Picos,MX,15.8667,-93.5333,79.84,86,20,0.81,few clouds
420,Reconquista,AR,-29.15,-59.65,72.45,49,10,11.43,light rain
421,Vao,NC,-22.6667,167.4833,70.38,84,100,17.52,light rain
422,San Juan,AR,-31.5375,-68.5364,79.47,25,100,13.94,overcast clouds
423,Gouyave,GD,12.1646,-61.7296,83.17,79,20,16.11,few clouds
424,Sistranda,NO,63.7256,8.834,42.91,62,85,19.3,overcast clouds
425,Husavik,IS,66.0449,-17.3389,33.71,93,100,2.82,overcast clouds
426,Norrtalje,SE,59.758,18.705,44.02,78,100,9.62,overcast clouds
427,Alpena,US,45.0617,-83.4327,63.95,97,75,1.01,broken clouds
428,Minab,IR,27.1467,57.0801,69.3,10,0,6.71,clear sky
429,Nouadhibou,MR,20.931,-17.0347,67.98,88,0,13.8,clear sky
430,Muros,ES,42.7762,-9.0603,65.23,81,0,6.82,clear sky
431,Superior,US,46.7208,-92.1041,62.76,86,90,3.44,overcast clouds
432,Sinnamary,GF,5.3833,-52.95,79.72,84,100,9.1,overcast clouds
433,Egvekinot,RU,66.3167,-179.1667,20.61,83,100,13.58,overcast clouds
434,Haysyn,UA,48.8114,29.3898,45.57,79,100,5.28,overcast clouds
435,Palmer,US,42.1584,-72.3287,61.93,84,20,0.0,few clouds
436,Baijiantan,CN,45.6333,85.1833,43.83,59,5,10.38,clear sky
437,Beirut,LB,33.8889,35.4944,75.38,78,40,8.05,scattered clouds
438,Mitsamiouli,KM,-11.3847,43.2844,76.06,83,11,4.65,few clouds
439,Wilmington,US,34.2257,-77.9447,70.92,83,90,4.61,overcast clouds
440,San Joaquin,US,37.9333,-121.3011,70.63,18,1,13.8,clear sky
441,Grand Gaube,MU,-20.0064,57.6608,71.38,87,10,3.0,clear sky
442,Pitea,SE,65.3172,21.4794,37.49,85,31,5.14,scattered clouds
443,Ilulissat,GL,69.2167,-51.1,24.82,80,64,0.0,broken clouds
444,Kamenka,RU,51.3223,42.7678,51.37,41,100,13.85,overcast clouds
445,Biskamzha,RU,53.4497,89.5272,25.56,98,100,3.4,overcast clouds
446,Lappeenranta,FI,61.0587,28.1887,42.85,99,90,3.44,shower rain
447,Paris,FR,48.8534,2.3488,53.15,90,75,1.99,broken clouds
448,Ostrovnoy,RU,68.0531,39.5131,42.75,86,100,18.14,overcast clouds
449,Rafaela,AR,-31.2503,-61.4867,73.0,47,17,1.99,few clouds
450,Lethem,GY,3.3803,-59.7968,82.83,62,8,5.06,clear sky
451,Pangody,RU,65.85,74.4859,27.68,95,100,15.21,light snow
452,Esperance,AU,-33.8667,121.9,57.04,68,96,22.59,overcast clouds
453,Sorland,NO,67.667,12.6934,43.88,60,100,13.29,overcast clouds
454,Namibe,AO,-15.1961,12.1522,67.98,89,3,4.45,clear sky
455,The Pas,CA,53.8251,-101.2541,41.02,81,75,9.22,broken clouds
456,Port Hawkesbury,CA,45.6169,-61.3485,57.18,97,1,3.0,light rain
457,Laredo,US,27.5064,-99.5075,93.85,49,1,14.97,clear sky
458,Middelburg,ZA,-25.7751,29.4648,61.97,27,4,1.41,clear sky
459,Villarrica,PY,-25.75,-56.4333,68.9,71,10,3.69,clear sky
460,Colares,PT,38.7992,-9.4469,71.8,59,0,8.99,clear sky
461,Awbari,LY,26.5921,12.7805,63.7,40,0,5.88,clear sky
462,Vila,PT,42.0304,-8.1588,54.32,37,0,4.56,clear sky
463,Ust-Tsilma,RU,65.441,52.1498,38.34,88,100,7.07,overcast clouds
464,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,50.59,46,75,11.18,broken clouds
465,Antalya,TR,36.7741,30.7178,66.79,59,40,12.66,scattered clouds
466,Havre-Saint-Pierre,CA,50.2334,-63.5986,54.19,94,90,9.22,overcast clouds
467,Magadi,IN,12.9667,77.2333,68.34,97,100,4.68,overcast clouds
468,Ortakoy,TR,38.7373,34.0387,50.25,54,11,19.01,few clouds
469,Namatanai,PG,-3.6667,152.4333,86.43,61,56,8.66,broken clouds
470,Porto Velho,BR,-8.7619,-63.9039,80.65,78,0,0.0,clear sky
471,Hay River,CA,60.8156,-115.7999,46.38,53,75,4.61,broken clouds
472,Enshi,CN,30.3,109.4833,62.35,77,100,1.36,overcast clouds
473,Coquimbo,CL,-29.9533,-71.3436,55.13,76,0,8.05,clear sky
474,Bud,US,39.447,-86.1758,62.69,95,7,5.23,clear sky
475,Leshukonskoye,RU,64.8989,45.7622,39.07,89,100,7.87,overcast clouds
476,Ploemeur,FR,47.7333,-3.4333,49.35,95,0,4.61,clear sky
477,Merced,US,37.1666,-120.7516,68.58,14,0,7.34,clear sky
478,Missungwi,TZ,-2.85,33.0833,72.14,56,95,2.15,overcast clouds
479,Lavrentiya,RU,65.5833,-171.0,33.28,77,100,14.07,overcast clouds
480,Thunder Bay,CA,48.4001,-89.3168,60.78,90,75,5.75,broken clouds
481,Kamaishi,JP,39.2667,141.8833,58.15,83,100,9.84,overcast clouds
482,Okhotsk,RU,59.3833,143.3,29.35,51,0,36.84,clear sky
483,Ocumare Del Tuy,VE,10.1165,-66.7761,82.53,92,99,1.32,overcast clouds
484,Caravelas,BR,-17.7125,-39.2481,71.13,87,98,6.29,overcast clouds
485,Comodoro Rivadavia,AR,-45.8667,-67.5,51.66,58,0,5.75,clear sky
486,Dafeng,CN,23.4517,108.5881,67.64,70,100,13.51,light rain
487,Kiama,AU,-34.6833,150.8667,62.46,84,100,12.1,overcast clouds
488,Santa Vitoria,BR,-18.8386,-50.1214,75.83,69,0,1.05,clear sky
489,Saint George,US,37.1041,-113.5841,54.43,56,90,1.01,overcast clouds
490,Ulety,RU,51.3572,112.4849,39.56,76,78,10.07,broken clouds
491,Veraval,IN,20.9,70.3667,80.98,75,0,8.57,clear sky
492,Warmbad,NA,-28.45,18.7333,69.22,15,100,4.14,overcast clouds
493,Kyra,RU,49.5776,111.9753,40.68,58,6,5.75,clear sky
494,Kutum,SD,14.2,24.6667,74.05,63,100,11.61,overcast clouds
495,Katangli,RU,51.7102,143.2326,53.19,62,100,16.33,overcast clouds
496,Gorkovskiy,RU,45.6542,41.199,52.45,91,0,15.21,clear sky
497,Ust-Nera,RU,64.5667,143.2,17.91,77,100,7.0,overcast clouds
498,Aketi,CD,2.7388,23.7833,66.43,95,76,1.25,broken clouds
499,Taksimo,RU,56.3444,114.8794,25.79,58,100,3.53,overcast clouds
500,Axim,GH,4.8699,-2.2405,77.95,91,53,8.08,broken clouds
501,Moree,AU,-29.4667,149.85,71.62,64,90,12.66,overcast clouds
502,Skjervoy,NO,70.0311,20.9714,41.65,76,100,23.33,overcast clouds
503,Jermuk,AM,39.8417,45.6723,47.75,40,0,2.13,clear sky
504,Nikki,BJ,9.9401,3.2108,75.38,72,100,5.08,overcast clouds
505,Waipawa,NZ,-41.4122,175.5153,47.03,95,100,24.02,light rain
506,Copiapo,CL,-27.3667,-70.3333,53.29,77,100,3.13,overcast clouds
507,Kavaratti,IN,10.5669,72.642,82.33,80,100,20.22,light rain
508,Nuuk,GL,64.1835,-51.7216,34.41,93,6,10.36,clear sky
509,Kaseda,JP,31.4167,130.3167,79.84,72,100,6.82,light rain
510,Sao Luis,BR,-2.5297,-44.3028,82.6,69,0,10.36,clear sky
511,Keti Bandar,PK,24.1447,67.4497,80.15,63,0,4.72,clear sky
512,Ziro,IN,27.6333,93.8333,59.56,76,5,2.68,clear sky
513,Ugoofaaru,MV,5.6667,73.0,83.08,76,46,16.04,scattered clouds
514,Los Llanos De Aridane,ES,28.6585,-17.9182,65.95,84,0,5.75,clear sky
515,Krasne,UA,49.9145,24.6134,33.15,91,63,4.56,broken clouds
516,Fare,PF,-16.7,-151.0167,79.63,80,100,15.39,light rain
517,Coihaique,CL,-45.5752,-72.0662,51.75,66,75,3.44,light rain
518,Luanda,AO,-8.8368,13.2343,75.2,88,20,4.61,few clouds
519,Pacific Grove,US,36.6177,-121.9166,69.75,60,1,4.0,clear sky
520,Santarem,BR,-2.4431,-54.7083,82.53,78,0,5.75,clear sky
521,Jalu,LY,29.0331,21.5482,69.22,61,0,10.92,clear sky
522,Camacha,PT,33.0833,-16.3333,65.62,68,20,6.91,few clouds
523,Alcudia,ES,39.8532,3.1214,60.37,59,48,2.44,scattered clouds
524,Onega,RU,63.9061,38.1404,39.34,88,63,8.46,broken clouds
525,Matamoros,MX,25.5333,-103.25,91.11,22,100,9.26,overcast clouds
526,Quang Ngai,VN,15.1167,108.8,78.87,80,100,5.12,light rain
527,Marsa Matruh,EG,31.3525,27.2453,70.0,88,0,3.44,clear sky
528,Vila Franca Do Campo,PT,37.7167,-25.4333,66.61,88,100,1.77,overcast clouds
529,Kieta,PG,-6.2167,155.6333,84.65,67,94,5.08,overcast clouds
530,Bay Roberts,CA,47.5999,-53.2648,49.33,89,100,5.01,overcast clouds
531,Tanete,ID,-3.9443,119.7848,85.64,67,100,8.61,overcast clouds
532,Brae,GB,60.3964,-1.353,48.11,83,100,11.12,overcast clouds
533,Malmesbury,ZA,-33.4608,18.7271,61.75,87,100,2.68,overcast clouds
534,Westport,US,41.1415,-73.3579,65.25,93,0,2.19,clear sky
535,Ambilobe,MG,-13.2,49.05,72.28,83,99,2.28,overcast clouds
536,Pimentel,PE,-6.8367,-79.9342,63.9,85,100,17.13,overcast clouds
537,Necochea,AR,-38.5473,-58.7368,57.04,97,100,8.12,overcast clouds
538,Bandrele,YT,-12.9067,45.1914,78.55,83,90,10.36,overcast clouds
539,Dawlatabad,AF,36.4141,64.9053,47.12,39,0,0.29,clear sky
540,Pervomayskoye,RU,43.919,46.7102,60.48,71,61,19.48,broken clouds
541,Cockburn Town,TC,21.4612,-71.1419,82.22,78,100,14.27,overcast clouds
542,Yagodnoye,RU,62.55,149.6667,20.79,92,100,3.44,light snow
543,Grigiskes,LT,54.6833,25.0833,40.53,100,90,5.75,fog
544,Berdigestyakh,RU,62.0989,126.6992,24.66,70,100,9.6,overcast clouds
545,Myaundzha,RU,63.0494,147.1858,19.76,84,100,11.39,light snow
546,Pisco,PE,-13.7,-76.2167,62.65,77,0,16.11,clear sky
547,Mullovka,RU,54.2,49.4,42.62,67,90,6.76,overcast clouds
548,Itoman,JP,26.1247,127.6694,86.02,79,75,19.57,broken clouds
549,Dryden,CA,49.7833,-92.7503,52.09,76,1,5.75,clear sky
550,Dukat,RU,62.55,155.55,20.97,87,85,3.06,overcast clouds
551,Paranaiba,BR,-19.6772,-51.1908,76.87,58,0,3.87,clear sky
552,Harsum,DE,52.2104,9.9649,45.54,95,68,5.03,broken clouds
553,Lodja,CD,-3.4833,23.4333,67.96,98,81,1.23,broken clouds
554,Roma,US,43.2128,-75.4557,67.84,80,1,0.0,clear sky
555,Yangjiang,CN,21.85,111.9667,74.19,75,100,34.25,overcast clouds
556,Lardos,GR,36.0942,28.0157,69.62,74,1,11.07,clear sky
557,Presidente Medici,BR,-11.1753,-61.9014,79.81,72,27,5.61,moderate rain
558,Naspur,IN,18.8333,79.45,72.61,79,98,3.74,overcast clouds
559,Hellvik,NO,59.9156,5.781,44.78,75,99,1.01,overcast clouds
560,Makinsk,KZ,52.6292,70.4169,35.13,78,100,7.72,overcast clouds
561,Anakapalle,IN,17.6833,83.0167,78.75,87,93,2.46,overcast clouds
562,Talara,PE,-4.5772,-81.2719,64.31,89,97,18.54,overcast clouds
563,Maceio,BR,-9.6658,-35.7353,76.44,88,20,6.91,few clouds
564,Bilma,NE,18.6853,12.9164,80.11,13,5,13.82,clear sky
565,Hokitika,NZ,-42.7167,170.9667,55.78,43,99,6.35,overcast clouds
566,Pachino,IT,36.7186,15.0907,63.59,67,1,11.01,clear sky
567,Pokhara,NP,28.2333,83.9833,66.9,39,0,8.84,clear sky
568,Shingu,JP,33.7333,135.9833,77.99,79,100,5.08,overcast clouds
569,Gdansk,PL,54.3521,18.6464,44.08,97,75,5.75,broken clouds
570,Mwandiga,TZ,-4.83,29.6581,74.17,56,14,3.87,few clouds
571,Ilinge,ZA,-31.9768,27.0427,61.97,42,34,2.1,scattered clouds
572,Hambantota,LK,6.1241,81.1185,75.54,100,100,5.75,overcast clouds
573,Zambezi,ZM,-13.5432,23.1047,65.25,39,0,5.1,clear sky
574,Gizo,SB,-8.103,156.8419,85.59,67,73,10.11,broken clouds
575,Kysyl-Syr,RU,63.8986,122.7617,23.07,80,100,7.72,overcast clouds
576,Boguchany,RU,58.3814,97.4531,23.56,57,100,2.26,overcast clouds
577,Daru,PG,-9.0763,143.2092,83.28,77,53,8.28,broken clouds
578,Bhum,IN,18.4667,75.6667,71.47,68,100,6.35,overcast clouds
579,Baculin,PH,7.4525,126.5842,86.47,66,100,2.39,overcast clouds
580,Denison,US,33.7557,-96.5367,78.21,86,75,3.0,broken clouds
581,Tahe,CN,52.3333,124.7333,42.89,75,100,0.58,overcast clouds
582,Chabahar,IR,25.2919,60.643,80.04,46,0,3.49,clear sky
583,Kudahuvadhoo,MV,2.6708,72.8944,83.52,72,31,16.64,scattered clouds
584,Cienaga De Oro,CO,8.8744,-75.6203,76.64,94,79,7.11,heavy intensity rain
585,Whitehorse,CA,60.7161,-135.0538,40.01,74,75,15.01,broken clouds
586,Mapimi,MX,25.8167,-103.85,88.18,49,100,16.64,overcast clouds
587,Dese,ET,11.1333,39.6333,54.52,81,74,1.32,light rain
588,Talen,IN,23.5667,76.7167,72.45,65,0,3.62,clear sky
589,Mount Gambier,AU,-37.8333,140.7667,58.91,63,75,12.66,broken clouds
590,Ostersund,SE,63.1792,14.6357,36.05,87,100,12.66,overcast clouds
591,Perbaungan,ID,3.5679,98.956,78.91,83,100,2.53,overcast clouds
592,Fillan,NO,63.6064,8.9696,42.39,66,91,14.5,overcast clouds
593,Beidao,CN,34.5686,105.8933,50.04,94,100,0.51,overcast clouds
594,Chifeng,CN,42.2683,118.9636,50.79,46,100,5.59,overcast clouds
595,Shelburne,CA,44.0787,-80.2041,66.65,88,45,7.92,scattered clouds
596,Kutulik,RU,53.3508,102.7839,30.36,89,87,8.41,overcast clouds
597,Baglan,AF,36.1307,68.7083,47.79,41,0,1.77,clear sky
598,Hede,CN,33.7681,120.2517,68.11,83,100,11.14,light rain
599,Hamilton,US,39.1834,-84.5333,66.99,82,1,1.01,clear sky
600,Andrews,US,32.3187,-102.5457,85.95,34,1,20.71,clear sky
601,Kuah,MY,6.3265,99.8432,84.18,79,20,3.44,few clouds
602,Nishihara,JP,26.1842,127.7558,85.28,82,75,17.27,broken clouds
603,Novikovo,RU,51.1537,37.8879,49.53,79,100,5.55,light rain
604,Kimbe,PG,-5.5502,150.1429,89.19,60,95,6.04,overcast clouds
605,Zeya,RU,53.75,127.2667,42.87,72,100,5.66,overcast clouds
606,Ginir,ET,7.1333,40.7,56.89,82,82,4.18,broken clouds
607,Marovoay,MG,-16.1,46.6333,71.74,69,0,3.83,clear sky
608,Santa Cruz,BO,-17.8,-63.1667,80.06,74,20,5.75,few clouds
609,Rosarito,MX,32.3333,-117.0333,66.42,37,0,10.11,clear sky
610,Loncoche,CL,-39.3667,-72.6333,53.38,82,100,2.26,overcast clouds
611,Basak,PH,6.7274,124.1512,83.23,61,73,1.34,broken clouds
612,Sept-Iles,CA,50.2001,-66.3821,55.92,92,90,1.01,overcast clouds
613,Takoradi,GH,4.8845,-1.7554,77.43,93,53,8.01,broken clouds
614,Nago,JP,26.5881,127.9761,86.07,83,99,16.06,overcast clouds
615,Katete,UG,-0.7818,29.7544,59.2,96,87,3.15,overcast clouds
616,Shimoda,JP,34.6667,138.95,68.11,86,100,16.91,overcast clouds
617,Bayir,TR,37.2687,28.2167,54.12,95,25,4.36,scattered clouds
618,Semey,KZ,50.4111,80.2275,34.02,75,75,6.71,broken clouds
619,Sumbe,AO,-11.2061,13.8437,73.94,84,36,2.26,scattered clouds
620,Lebedinyy,RU,58.5167,125.5167,17.02,76,11,5.82,few clouds
621,Riohacha,CO,11.5444,-72.9072,81.23,87,92,4.47,overcast clouds
622,Itamaraca,BR,-7.7478,-34.8256,80.65,77,81,8.23,broken clouds
623,Lasem,ID,-6.6922,111.4527,83.34,58,100,5.91,overcast clouds
624,Kankon,IN,15.0167,74.0167,76.8,87,75,5.53,broken clouds
625,Kidal,ML,18.4411,1.4078,83.59,13,98,9.95,overcast clouds
626,Kemin,KG,42.7846,75.6892,39.49,39,0,9.01,clear sky
627,Hirara,JP,24.8,125.2833,86.27,84,75,12.66,broken clouds
628,General Roca,AR,-39.0333,-67.5833,70.2,21,0,5.84,clear sky
629,Lahat,ID,-3.8,103.5333,77.36,93,100,0.47,moderate rain
630,Jishou,CN,28.3167,109.7167,62.73,70,95,2.53,overcast clouds
631,Kamina,CD,-8.7386,24.9906,64.69,86,6,4.45,clear sky
632,Port Augusta,AU,-32.5,137.7667,59.14,36,100,17.87,overcast clouds
633,Caranavi,BO,-15.8167,-67.55,67.53,93,100,1.7,overcast clouds
634,Wanning,CN,18.8003,110.3967,70.0,92,100,29.37,moderate rain
635,Kyshtovka,RU,56.555,76.6271,32.13,97,100,3.67,overcast clouds
636,Mercedes,AR,-34.6515,-59.4307,65.86,92,100,7.23,overcast clouds
637,Polunochnoye,RU,60.8697,60.4153,36.73,85,99,3.78,overcast clouds
638,Margate,GB,51.3813,1.3862,50.7,74,16,1.99,few clouds
639,Emba,KZ,48.8264,58.1442,41.86,50,2,7.05,clear sky
640,Beringovskiy,RU,63.05,179.3167,21.67,79,22,11.63,few clouds
641,Parkes,AU,-33.1333,148.1833,66.34,68,100,3.0,overcast clouds
642,Baykit,RU,61.67,96.37,24.28,77,100,1.3,overcast clouds
643,Ixtapa,MX,20.7,-105.2,78.76,85,100,1.25,overcast clouds
644,Rafraf,TN,37.1904,10.1837,62.91,67,39,16.78,scattered clouds
645,Toora-Khem,RU,52.4675,96.11,29.57,84,100,4.38,overcast clouds
646,Moron,AR,-34.6534,-58.6198,66.09,84,100,1.01,light rain
647,Andenes,NO,69.3143,16.1194,39.18,87,100,16.11,overcast clouds
648,Adrar,MR,20.5022,-10.0711,85.15,12,99,4.56,overcast clouds
649,Ayer Tawar,MY,4.2954,100.7548,79.09,83,20,0.0,few clouds
650,Abu Dhabi,AE,24.4667,54.3667,82.51,54,0,1.14,clear sky
651,San Cristobal,VE,7.7669,-72.225,78.98,92,99,3.44,overcast clouds
652,Denton,US,33.2001,-97.1336,82.63,79,100,1.99,overcast clouds
653,Araouane,ML,18.9048,-3.5265,85.44,10,5,5.37,clear sky
654,Dentsville,US,34.064,-80.9582,69.4,89,0,2.53,clear sky
655,Mizdah,LY,31.4451,12.9801,63.19,44,21,4.99,few clouds
656,Barcelos,PT,41.5388,-8.6151,63.84,51,0,5.88,clear sky
657,Klyuchi,RU,52.2667,79.1667,36.32,84,100,8.9,light rain
658,Fort Nelson,CA,58.8053,-122.7002,44.19,65,75,8.05,broken clouds
659,Brunswick,US,41.2381,-81.8418,69.85,80,99,1.01,overcast clouds
660,Serenje,ZM,-13.2325,30.2352,57.9,65,1,6.58,clear sky
661,Christchurch,NZ,-43.5333,172.6333,48.9,78,75,13.0,light rain
662,Katubao,PH,5.8892,124.8294,86.0,62,100,1.45,overcast clouds
663,Honningsvag,NO,70.9821,25.9704,42.64,65,92,29.19,overcast clouds
664,Severomuysk,RU,56.1481,113.4267,13.59,80,100,4.23,overcast clouds
665,Otane,NZ,-39.8833,176.6333,60.01,58,100,16.33,overcast clouds
666,Novyy Urengoy,RU,66.0833,76.6333,26.74,74,100,14.38,overcast clouds
667,Sai Buri,TH,6.7013,101.6168,76.71,73,100,6.46,overcast clouds
668,Acapulco,MX,16.8634,-99.8901,81.48,86,25,6.49,scattered clouds
669,Santa Maria Del Oro,MX,25.9333,-105.3667,62.74,76,100,8.63,overcast clouds
670,Castlerea,IE,53.7667,-8.5,51.03,95,69,3.49,broken clouds
671,Erdenet,MN,49.0333,104.0833,35.29,56,6,3.06,clear sky
672,Corn Island,NI,12.1694,-83.0418,83.19,75,22,11.45,few clouds
673,Takaka,NZ,-40.85,172.8,60.57,42,100,3.38,overcast clouds
674,Hobyo,SO,5.3505,48.5268,78.12,82,100,20.11,overcast clouds
675,Pontes E Lacerda,BR,-15.2261,-59.3353,79.92,66,54,3.13,broken clouds
676,Peachland,CA,49.7665,-119.7357,52.99,51,100,1.5,overcast clouds
677,Asau,RO,46.4333,26.4,45.75,77,100,1.77,overcast clouds
678,Arnold,GB,53.0,-1.1333,52.5,87,75,1.45,broken clouds
679,Peleduy,RU,59.6289,112.7406,22.05,72,33,1.86,scattered clouds
680,Pallasovka,RU,50.05,46.8833,47.98,48,85,11.95,overcast clouds
681,Mayumba,GA,-3.432,10.6554,76.5,91,99,5.23,overcast clouds
682,Goderich,CA,43.7501,-81.7165,66.52,77,87,11.5,overcast clouds
683,San Quintin,MX,30.4833,-115.95,64.0,48,0,17.31,clear sky
684,Berlevag,NO,70.8578,29.0864,41.79,79,100,26.33,overcast clouds
685,Ossora,RU,59.2353,163.0719,39.88,61,98,9.06,overcast clouds
686,Shache,CN,38.4167,77.2406,49.77,22,71,3.62,broken clouds
687,Yenagoa,NG,4.9247,6.2642,77.18,96,53,5.01,broken clouds
688,Sur,OM,22.5667,59.5289,79.84,45,0,5.12,clear sky
689,Russellville,US,35.2784,-93.1338,73.13,78,75,4.61,broken clouds
690,Uaua,BR,-9.8414,-39.4817,82.04,46,38,18.59,scattered clouds
691,Santa Cruz Del Sur,CU,20.7147,-77.9956,78.58,83,9,8.41,clear sky
692,Barra Dos Coqueiros,BR,-10.9089,-37.0386,78.82,78,40,11.5,scattered clouds
693,Saint-Georges,GD,12.0564,-61.7485,83.88,79,20,16.11,few clouds
694,Linhares,BR,-19.3911,-40.0722,69.21,93,99,2.8,overcast clouds
695,Boralday,KZ,43.3578,76.8594,28.26,93,20,4.47,mist
